Job_ID,Job_Title,Company,Location,Salary,Experience,Skills,Education,Job_Type,Posted_Days_Ago,Applicants,Rating,Department,Industry,Status
99,Data Engineer      ,FutureAI    ,Bhopal    ,1199100,2-5    ,"Machine Learning, Pandas, Azure, Python, Excel                ",M.Tech,Remote    ,140,143,4.6,Data Engineering,E-commerce,Open   
106,ML Engineer        ,TechNova    ,Bhopal    ,1154200,2-5    ,"Power BI, SQL, Excel, Statistics, Python                      ",BSc   ,Remote    ,25,348,4.4,Analytics       ,E-commerce,Open   
107,ML Engineer        ,TechNova    ,Pune      ,990300,2-5    ,"NumPy, Azure, Excel, Pandas, Power BI, Machine Learning       ",BCA   ,Full Time ,101,403,3.7,AI              ,IT        ,Open   
112,Data Engineer      ,SmartSoft   ,Bhopal    ,1495400,5+     ,"Python, Statistics, Excel                                     ",BCA   ,Remote    ,23,460,3.8,Analytics       ,Retail    ,Open   
113,ML Engineer        ,DataCorp    ,Indore    ,963400,2-5    ,"NumPy, Python, Azure, Machine Learning, Power BI, Statistics  ",BSc   ,Full Time ,138,30,4.8,Analytics       ,Retail    ,Open   
116,ML Engineer        ,TechNova    ,Delhi     ,891100,2-5    ,"Azure, Python, Excel, SQL, Statistics, Machine Learning       ",BCA   ,Internship,14,71,3.8,AI              ,Finance   ,On Hold
120,Data Scientist     ,SmartSoft   ,Hyderabad ,1166500,5+     ,"NumPy, Excel, Machine Learning, Power BI                      ",M.Tech,Internship,101,468,3.1,AI              ,Healthcare,Closed 
129,Data Scientist     ,DataCorp    ,Bengaluru ,801200,0-2    ,"Azure, Pandas, SQL, Statistics                                ",MCA   ,Internship,99,162,3.4,Analytics       ,IT        ,Closed 
131,BI Developer       ,FutureAI    ,Bengaluru ,1033600,2-5    ,"Pandas, SQL, Excel, Tableau, Azure, Statistics                ",BCA   ,Full Time ,42,222,3.2,AI              ,Retail    ,Open   
132,BI Developer       ,TechNova    ,Delhi     ,819400,1-3    ,"Tableau, Excel, NumPy, Azure, Pandas                          ",M.Tech,Remote    ,84,225,3.3,Data Engineering,Finance   ,Closed 
137,SQL Developer      ,ByteWorks   ,Chennai   ,764600,Fresher,"Power BI, Machine Learning, Tableau                           ",MCA   ,Remote    ,81,34,3.3,Analytics       ,IT        ,Closed 
139,Data Scientist     ,InsightIQ   ,Mumbai    ,1220500,1-3    ,"Azure, Pandas, Statistics, Python, Machine Learning, SQL      ",BCA   ,Remote    ,29,134,4.2,Business        ,E-commerce,On Hold
151,Data Scientist     ,TechNova    ,Pune      ,882200,2-5    ,"Tableau, Power BI, Pandas, NumPy, SQL                         ",BSc   ,Internship,160,383,2.9,Business        ,E-commerce,On Hold
153,ML Engineer        ,SmartSoft   ,Delhi     ,613700,Fresher,"Tableau, Excel, Statistics                                    ",BCA   ,Remote    ,163,304,2.7,Analytics       ,Healthcare,Closed 
155,BI Developer       ,DataCorp    ,Hyderabad ,720000,Fresher,"Pandas, Azure, SQL, Machine Learning, Tableau, Statistics     ",BCA   ,Contract  ,100,300,4.1,Analytics       ,Healthcare,On Hold
157,Data Engineer      ,VisionData  ,Bengaluru ,1118600,3-6    ,"Power BI, Machine Learning, Azure, Statistics, NumPy          ",B.Tech,Contract  ,147,321,2.7,Business        ,E-commerce,Closed 
158,Data Scientist     ,AnalyticsHub,Indore    ,914200,Fresher,"NumPy, Power BI, Machine Learning                             ",B.Tech,Internship,11,241,3.4,IT              ,Finance   ,Open   
164,SQL Developer      ,FutureAI    ,Chennai   ,980700,1-3    ,"NumPy, Azure, Machine Learning, Excel                         ",B.Tech,Full Time ,40,413,4.2,Data Engineering,IT        ,Open   
166,BI Developer       ,DataCorp    ,Indore    ,964800,Fresher,"Excel, Power BI, Azure                                        ",BCA   ,Remote    ,32,47,4.8,AI              ,IT        ,Open   
170,ML Engineer        ,VisionData  ,Mumbai    ,663400,Fresher,"Power BI, SQL, Excel, Machine Learning                        ",BCA   ,Internship,60,303,3.3,AI              ,E-commerce,Open   
173,Power BI Developer ,FutureAI    ,Hyderabad ,746500,0-2    ,"NumPy, Machine Learning, Power BI, Statistics, Tableau, Pandas",BCA   ,Full Time ,179,485,3.9,Data Engineering,IT        ,Open   
174,Data Engineer      ,ByteWorks   ,Indore    ,1230600,5+     ,"Azure, Excel, SQL, Statistics, NumPy                          ",B.Tech,Contract  ,114,5,3.2,IT              ,IT        ,Closed 
176,Data Scientist     ,ByteWorks   ,Pune      ,1122400,2-5    ,"Python, Tableau, Azure                                        ",BCA   ,Full Time ,140,482,4.7,Analytics       ,Healthcare,On Hold
177,ML Engineer        ,VisionData  ,Bengaluru ,1185700,5+     ,"Python, Pandas, Power BI, Tableau, Excel, SQL                 ",BSc   ,Contract  ,60,49,2.6,Data Engineering,E-commerce,Closed 
179,BI Developer       ,SmartSoft   ,Chennai   ,762900,1-3    ,"Tableau, SQL, Pandas, Statistics, Power BI, Excel             ",BCA   ,Contract  ,144,31,2.9,Analytics       ,IT        ,On Hold
181,Data Analyst       ,VisionData  ,Bhopal    ,859000,5+     ,"SQL, NumPy, Power BI, Azure                                   ",MCA   ,Internship,160,75,4.6,AI              ,Healthcare,On Hold
187,BI Developer       ,DataCorp    ,Bengaluru ,830400,Fresher,"Azure, NumPy, Power BI, Pandas, Excel, Tableau                ",MCA   ,Full Time ,41,437,3.9,IT              ,Finance   ,On Hold
188,SQL Developer      ,InsightIQ   ,Pune      ,981000,3-6    ,"Excel, Tableau, Pandas, Statistics                            ",B.Tech,Internship,64,311,4.5,AI              ,Healthcare,Closed 
190,Power BI Developer ,ByteWorks   ,Pune      ,1311200,5+     ,"Tableau, Azure, Statistics, SQL, Pandas                       ",B.Tech,Remote    ,75,132,4.8,Business        ,Retail    ,On Hold
193,Business Analyst   ,InsightIQ   ,Hyderabad ,887800,1-3    ,"Excel, Statistics, SQL, Pandas, Machine Learning, Azure       ",MCA   ,Remote    ,36,161,4.7,IT              ,IT        ,Closed 
200,SQL Developer      ,InsightIQ   ,Bhopal    ,809100,Fresher,"Excel, NumPy, Machine Learning, SQL, Python, Statistics       ",M.Tech,Full Time ,25,463,3.1,IT              ,Retail    ,Closed 
203,SQL Developer      ,SmartSoft   ,Bhopal    ,1038900,2-5    ,"Azure, NumPy, Statistics, SQL, Tableau, Excel                 ",MCA   ,Full Time ,16,133,4.1,Analytics       ,E-commerce,On Hold
205,ML Engineer        ,VisionData  ,Hyderabad ,809000,Fresher,"SQL, NumPy, Machine Learning, Azure                           ",BCA   ,Full Time ,117,227,4.5,Business        ,IT        ,Closed 
206,Data Analyst       ,DataCorp    ,Bengaluru ,746600,3-6    ,"Machine Learning, SQL, NumPy, Azure, Pandas, Python           ",M.Tech,Internship,167,343,3.6,AI              ,Healthcare,Open   
210,BI Developer       ,VisionData  ,Mumbai    ,803500,1-3    ,"SQL, Pandas, Machine Learning, Tableau                        ",MCA   ,Internship,35,211,4.0,Data Engineering,Healthcare,On Hold
212,BI Developer       ,InsightIQ   ,Bengaluru ,1221500,5+     ,"Python, Statistics, SQL, Azure, Excel, NumPy                  ",BSc   ,Internship,15,353,4.5,IT              ,E-commerce,Open   
214,Business Analyst   ,InsightIQ   ,Bhopal    ,872700,2-5    ,"Excel, Machine Learning, Azure, Pandas, Statistics, SQL       ",B.Tech,Remote    ,71,284,3.2,IT              ,E-commerce,Closed 
216,Data Engineer      ,AnalyticsHub,Hyderabad ,1272600,5+     ,"Statistics, Power BI, Pandas                                  ",BSc   ,Contract  ,92,150,3.0,Data Engineering,E-commerce,Closed 
217,Data Analyst       ,ByteWorks   ,Delhi     ,652000,Fresher,"SQL, Machine Learning, NumPy                                  ",B.Tech,Remote    ,65,276,4.3,Analytics       ,E-commerce,Closed 
219,Business Analyst   ,FutureAI    ,Bhopal    ,955600,3-6    ,"SQL, Power BI, Python, Excel, Machine Learning, Statistics    ",BCA   ,Contract  ,104,198,3.6,Business        ,Retail    ,Closed 
220,Data Analyst       ,DataCorp    ,Mumbai    ,893900,3-6    ,"Pandas, SQL, Python                                           ",B.Tech,Contract  ,175,154,4.0,AI              ,Retail    ,Closed 
222,Business Analyst   ,InsightIQ   ,Hyderabad ,971000,3-6    ,"Tableau, Excel, Machine Learning                              ",BSc   ,Internship,29,92,4.2,Data Engineering,IT        ,On Hold
224,Data Analyst       ,ByteWorks   ,Hyderabad ,584600,Fresher,"Machine Learning, Tableau, Power BI, Statistics, Pandas, NumPy",BCA   ,Remote    ,70,430,3.4,AI              ,Retail    ,Closed 
226,Data Engineer      ,VisionData  ,Hyderabad ,1006400,Fresher,"Azure, Excel, Python, Tableau, Power BI, Pandas               ",M.Tech,Contract  ,34,237,3.8,Analytics       ,Retail    ,Closed 
229,Business Analyst   ,SmartSoft   ,Pune      ,757300,0-2    ,"Excel, Statistics, Pandas, Power BI, NumPy, Azure             ",B.Tech,Contract  ,54,76,3.0,AI              ,E-commerce,On Hold
231,Power BI Developer ,TechNova    ,Bengaluru ,697600,Fresher,"Azure, Power BI, Python                                       ",BCA   ,Remote    ,155,241,4.7,IT              ,Finance   ,Closed 
233,Data Scientist     ,SmartSoft   ,Pune      ,1242500,3-6    ,"Power BI, NumPy, Python                                       ",M.Tech,Full Time ,173,332,3.6,Business        ,Healthcare,Open   
237,Business Analyst   ,VisionData  ,Indore    ,509700,Fresher,"SQL, Excel, Pandas, NumPy                                     ",B.Tech,Internship,120,474,4.0,Analytics       ,IT        ,Closed 
239,Data Engineer      ,AnalyticsHub,Indore    ,1035600,0-2    ,"Azure, Statistics, Excel                                      ",B.Tech,Contract  ,102,180,4.2,Business        ,E-commerce,Open   
243,SQL Developer      ,AnalyticsHub,Hyderabad ,1164200,5+     ,"NumPy, Machine Learning, Statistics, SQL                      ",BCA   ,Contract  ,52,117,3.0,IT              ,E-commerce,Closed 
244,Data Analyst       ,SmartSoft   ,Mumbai    ,746500,3-6    ,"SQL, Azure, Statistics, Machine Learning                      ",BSc   ,Remote    ,147,444,3.2,IT              ,E-commerce,Closed 
246,BI Developer       ,SmartSoft   ,Indore    ,794800,1-3    ,"Machine Learning, Azure, Tableau                              ",BCA   ,Remote    ,108,107,3.5,AI              ,Healthcare,Closed 
250,Data Scientist     ,InsightIQ   ,Mumbai    ,936500,0-2    ,"Power BI, Machine Learning, Pandas, Statistics                ",BSc   ,Contract  ,167,149,4.3,Data Engineering,Retail    ,Closed 
251,BI Developer       ,DataCorp    ,Hyderabad ,1010900,0-2    ,"Machine Learning, Statistics, NumPy, Excel, SQL, Azure        ",MCA   ,Full Time ,24,32,4.8,Business        ,E-commerce,Open   
252,Data Scientist     ,VisionData  ,Bengaluru ,955000,0-2    ,"Pandas, Statistics, SQL                                       ",BCA   ,Contract  ,113,320,2.8,Data Engineering,Finance   ,Open   
255,Power BI Developer ,VisionData  ,Delhi     ,794400,0-2    ,"Python, Pandas, Tableau, NumPy, SQL                           ",BCA   ,Remote    ,96,112,3.2,Business        ,Finance   ,On Hold
257,ML Engineer        ,DataCorp    ,Pune      ,493000,Fresher,"SQL, Tableau, Statistics, Azure                               ",MCA   ,Internship,87,215,3.3,Business        ,Healthcare,Closed 
259,SQL Developer      ,VisionData  ,Bengaluru ,845100,1-3    ,"Python, Excel, NumPy, Machine Learning                        ",BCA   ,Full Time ,140,266,2.8,Business        ,Healthcare,Open   
260,BI Developer       ,DataCorp    ,Delhi     ,917400,Fresher,"Python, Excel, SQL, NumPy, Machine Learning                   ",BCA   ,Full Time ,10,297,4.5,Business        ,E-commerce,Open   
261,Data Analyst       ,ByteWorks   ,Pune      ,1070300,5+     ,"SQL, Excel, Power BI, Statistics, Python                      ",M.Tech,Full Time ,32,249,3.1,Data Engineering,Healthcare,Closed 
264,BI Developer       ,ByteWorks   ,Delhi     ,1281400,5+     ,"SQL, Statistics, Pandas, Azure, Tableau                       ",BSc   ,Full Time ,24,267,4.1,Analytics       ,Finance   ,Open   
266,BI Developer       ,TechNova    ,Bhopal    ,823500,Fresher,"Machine Learning, Statistics, Pandas                          ",BSc   ,Full Time ,55,491,3.8,Analytics       ,Finance   ,On Hold
269,Business Analyst   ,FutureAI    ,Indore    ,697700,1-3    ,"Machine Learning, NumPy, Statistics, Excel, Python            ",BCA   ,Internship,80,11,4.4,AI              ,E-commerce,On Hold
271,BI Developer       ,TechNova    ,Delhi     ,912300,Fresher,"NumPy, Power BI, Azure, Pandas, Machine Learning              ",B.Tech,Contract  ,89,450,4.5,Business        ,IT        ,Open   
273,Power BI Developer ,FutureAI    ,Bhopal    ,883900,2-5    ,"Tableau, Pandas, Power BI, SQL, NumPy, Python                 ",M.Tech,Remote    ,178,66,4.4,Business        ,E-commerce,Open   
274,Data Scientist     ,VisionData  ,Delhi     ,991300,1-3    ,"Pandas, Excel, Statistics, SQL, Python, Power BI              ",BSc   ,Internship,82,176,4.0,Analytics       ,Healthcare,Open   
281,Business Analyst   ,ByteWorks   ,Pune      ,1195200,5+     ,"Azure, Power BI, Machine Learning, Python                     ",B.Tech,Contract  ,105,492,3.5,Business        ,Healthcare,Open   
282,ML Engineer        ,AnalyticsHub,Indore    ,996000,1-3    ,"SQL, Power BI, Statistics, Python                             ",B.Tech,Remote    ,34,257,4.6,Business        ,Healthcare,Open   
287,Power BI Developer ,VisionData  ,Indore    ,776200,Fresher,"NumPy, Machine Learning, SQL                                  ",BCA   ,Contract  ,144,446,4.1,IT              ,Finance   ,Open   
288,Data Scientist     ,InsightIQ   ,Hyderabad ,1148600,Fresher,"Python, Pandas, Tableau, Power BI                             ",M.Tech,Contract  ,3,234,3.7,Business        ,E-commerce,Open   
289,ML Engineer        ,FutureAI    ,Hyderabad ,703900,Fresher,"Excel, Azure, NumPy, Statistics, Pandas, Machine Learning     ",BCA   ,Internship,14,334,3.4,IT              ,IT        ,On Hold
292,SQL Developer      ,SmartSoft   ,Chennai   ,489800,Fresher,"Pandas, Machine Learning, Tableau, NumPy, Azure               ",BCA   ,Internship,74,99,2.5,Analytics       ,Retail    ,On Hold
293,Data Analyst       ,AnalyticsHub,Bengaluru ,758700,1-3    ,"Excel, Pandas, Statistics                                     ",B.Tech,Contract  ,76,259,3.9,Analytics       ,IT        ,On Hold
295,Data Engineer      ,ByteWorks   ,Bhopal    ,980500,0-2    ,"Python, Statistics, Tableau, NumPy, Machine Learning, Power BI",BSc   ,Full Time ,86,192,4.1,IT              ,E-commerce,On Hold
297,ML Engineer        ,ByteWorks   ,Chennai   ,1261100,5+     ,"NumPy, Statistics, Python                                     ",M.Tech,Contract  ,83,73,4.4,Analytics       ,E-commerce,On Hold
301,SQL Developer      ,ByteWorks   ,Bengaluru ,759100,1-3    ,"SQL, Pandas, Python                                           ",BCA   ,Full Time ,119,290,2.8,Business        ,IT        ,Closed 
303,Data Engineer      ,DataCorp    ,Bengaluru ,1131100,3-6    ,"Power BI, Tableau, Machine Learning, Statistics, Pandas, SQL  ",MCA   ,Remote    ,151,211,3.1,IT              ,E-commerce,Open   
307,Data Engineer      ,TechNova    ,Indore    ,1358600,5+     ,"Azure, Statistics, Pandas                                     ",M.Tech,Contract  ,28,440,3.2,Analytics       ,Finance   ,Closed 
309,Data Scientist     ,InsightIQ   ,Delhi     ,861500,Fresher,"Python, Power BI, NumPy                                       ",MCA   ,Remote    ,159,92,3.6,Business        ,E-commerce,Closed 
310,BI Developer       ,VisionData  ,Mumbai    ,676700,Fresher,"Machine Learning, Excel, Power BI, Statistics, Tableau, Python",B.Tech,Remote    ,180,188,2.8,Business        ,IT        ,Open   
311,BI Developer       ,TechNova    ,Pune      ,1082400,3-6    ,"NumPy, Statistics, SQL, Tableau, Pandas                       ",B.Tech,Remote    ,116,262,4.8,Data Engineering,Healthcare,Closed 
315,Power BI Developer ,VisionData  ,Chennai   ,1021400,1-3    ,"SQL, Python, Power BI, Excel, Pandas                          ",BCA   ,Remote    ,3,147,4.8,Business        ,Retail    ,On Hold
318,Data Scientist     ,InsightIQ   ,Bengaluru ,989300,1-3    ,"Azure, SQL, Statistics, Python                                ",MCA   ,Full Time ,163,232,4.8,AI              ,Retail    ,On Hold
319,BI Developer       ,FutureAI    ,Pune      ,1136500,2-5    ,"Tableau, Power BI, SQL, Statistics, Python                    ",B.Tech,Remote    ,51,312,3.5,Business        ,IT        ,Open   
321,ML Engineer        ,TechNova    ,Delhi     ,1190300,5+     ,"Statistics, NumPy, Azure                                      ",MCA   ,Full Time ,145,274,4.8,AI              ,Healthcare,On Hold
325,Data Scientist     ,DataCorp    ,Bhopal    ,1038900,2-5    ,"Python, Power BI, Azure, Statistics                           ",M.Tech,Internship,16,411,3.0,AI              ,Retail    ,Closed 
326,Data Analyst       ,InsightIQ   ,Mumbai    ,718800,Fresher,"Azure, Statistics, Power BI                                   ",B.Tech,Contract  ,36,387,3.5,AI              ,E-commerce,Open   
327,SQL Developer      ,DataCorp    ,Indore    ,616500,Fresher,"Excel, Python, Power BI, Statistics, Machine Learning, Tableau",BCA   ,Full Time ,180,333,4.0,AI              ,Retail    ,On Hold
328,Data Analyst       ,InsightIQ   ,Chennai   ,921400,3-6    ,"Power BI, Excel, Azure, Machine Learning, NumPy, Tableau      ",B.Tech,Contract  ,89,214,2.5,IT              ,Finance   ,Open   
329,BI Developer       ,TechNova    ,Hyderabad ,680200,Fresher,"Azure, Machine Learning, Excel                                ",BCA   ,Remote    ,127,90,2.9,Analytics       ,IT        ,On Hold
333,BI Developer       ,InsightIQ   ,Pune      ,1026000,3-6    ,"Power BI, SQL, NumPy, Excel, Pandas                           ",M.Tech,Internship,22,210,4.6,Business        ,Finance   ,On Hold
334,Business Analyst   ,TechNova    ,Delhi     ,590400,Fresher,"NumPy, Tableau, Python, Machine Learning, Excel, SQL          ",B.Tech,Remote    ,129,17,3.6,Business        ,Retail    ,On Hold
335,Power BI Developer ,AnalyticsHub,Pune      ,551900,1-3    ,"NumPy, Azure, Excel                                           ",BSc   ,Internship,165,46,2.5,AI              ,Finance   ,On Hold
337,Data Scientist     ,VisionData  ,Mumbai    ,1166400,2-5    ,"SQL, Machine Learning, Python, Tableau                        ",M.Tech,Full Time ,93,187,2.9,Data Engineering,IT        ,On Hold
338,ML Engineer        ,ByteWorks   ,Mumbai    ,702500,1-3    ,"Power BI, Machine Learning, Excel, Tableau                    ",M.Tech,Remote    ,70,27,2.7,AI              ,Retail    ,Closed 
339,ML Engineer        ,SmartSoft   ,Bhopal    ,628600,Fresher,"NumPy, Statistics, Tableau                                    ",MCA   ,Internship,73,490,4.9,Analytics       ,Finance   ,Closed 
340,BI Developer       ,VisionData  ,Pune      ,955300,2-5    ,"Power BI, NumPy, Azure                                        ",BSc   ,Remote    ,113,377,4.1,AI              ,Finance   ,Open   
345,ML Engineer        ,FutureAI    ,Hyderabad ,784800,Fresher,"Azure, Excel, NumPy, Power BI, Python, Pandas                 ",B.Tech,Remote    ,173,343,4.9,Data Engineering,Retail    ,Open   
347,Business Analyst   ,AnalyticsHub,Bengaluru ,1179800,2-5    ,"Pandas, NumPy, Tableau, SQL, Machine Learning, Excel          ",M.Tech,Contract  ,16,477,4.9,Business        ,IT        ,Open   
350,Data Engineer      ,TechNova    ,Indore    ,998200,0-2    ,"Azure, NumPy, Pandas, Statistics, Power BI                    ",M.Tech,Full Time ,37,163,3.7,IT              ,Healthcare,Open   
353,Power BI Developer ,SmartSoft   ,Bhopal    ,640400,Fresher,"SQL, Excel, Power BI, Tableau                                 ",BCA   ,Full Time ,122,178,3.3,AI              ,Finance   ,Closed 
354,ML Engineer        ,FutureAI    ,Pune      ,938400,0-2    ,"Power BI, Tableau, Python, Machine Learning, NumPy            ",BCA   ,Full Time ,108,353,4.4,Analytics       ,IT        ,Open   
357,ML Engineer        ,SmartSoft   ,Mumbai    ,1060500,5+     ,"Excel, Tableau, Power BI, Pandas                              ",M.Tech,Internship,112,344,4.9,IT              ,Healthcare,Closed 
364,Data Analyst       ,VisionData  ,Bengaluru ,690700,2-5    ,"NumPy, SQL, Azure, Machine Learning, Tableau, Pandas          ",M.Tech,Remote    ,157,346,3.4,AI              ,Healthcare,Open   
